Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-07-19,1123.4037554930335,11.375392678607442,11.159639673303996,112.86115646362305,34994300,0.0,0
2001-07-20,11.196838937144031,11.196838937144031,11.01084493722307,11.16707992553711,9238500,0.0,0
2001-07-23,11.159637451171877,11.167077379755211,10.824848469538848,11.159637451171877,7501000,0.0,0
2001-07-24,11.12243889754629,11.13731875522104,10.936444933675917,1105.548095703125,353730000,0.0,0
2001-07-25,10.936445412447696,11.12243938446045,10.899246476143007,11.12243938446045,4208100,0.0,0
2001-07-26,-111.22438124457403,11.152197128227774,1078.7649154663086,10.787649154663086,633530000,0.0,0
2001-07-27,10.795088768005373,10.8546067738095,10.787648839902204,10.795088768005373,3524000,0.0,0
2001-07-30,10.7876483214975,10.995961331801391,10.7876483214975,109.36443328857422,3654300,0.0,0
2001-07-31,10.943883155593245,111.67076019328383,1086.2046079678269,11.129877090454102,1429000,0.0,0
2001-08-01,1115.9637820336127,115.31625747680664,11.085239951062952,11.531625747680664,208790000,0.0,0
2001-08-02,11.457229614257812,11.531627494802784,11.23403739164444,-114.57229614257812,1717400,0.0,0
2001-08-03,11.457225577628106,11.457225577628106,-111.44755724646384,11.271231651306152,98360000,0.0,0
2001-08-06,11.2712346732469,11.323313469047092,11.174518429998065,-112.34036445617676,777400,0.0,0
2001-08-07,11.2340356896093,1156.8824682317252,11.2340356896093,1153.1625747680664,-7889000,0.0,0
2001-08-08,11.457227499398869,11.606023233023008,11.159637451171877,11.159637451171877,-21903000,0.0,0
2001-08-09,11.196836754972711,1153.1625747680664,11.159637820336126,11.531625747680664,928000,0.0,0
2001-08-10,11.457229857905164,11.457229857905164,11.248916781264375,11.300994873046877,703300,0.0,0
2001-08-13,11.271236111405932,-114.12591948671911,110.85242111484972,11.16707992553711,1770400,0.0,0
2001-08-14,11.196835123870208,1120.4275051615843,10.8992443996398,10.936443328857422,1000800,0.0,0
2001-08-15,10.973642753471191,11.085238836651406,10.936443822574256,11.00340175628662,530900,0.0,0
2001-08-16,10.99596386526019,10.99596386526019,10.452861785888672,10.452861785888672,1522700,0.0,0
2001-08-17,10.460299503190374,11.010841395592347,10.341262785539977,10.802528381347656,2342400,0.0,0
2001-08-20,10.862045935664517,11.42002773284912,1078.020815132403,11.42002773284912,1434900,0.0,0
2001-08-21,11.345633269662516,11.606025136704975,11.167079211438931,11.50186824798584,10382000,0.0,0
2001-08-22,11.397710168802291,114.49788962477729,10.99596322500539,11.412590026855469,829000,0.0,0
2001-08-23,11.494428558404223,11.494428558404223,11.345633506774902,113.45633506774902,4700000,0.0,0
2001-08-24,11.345633502951124,115.16747634889481,11.159639511099469,11.457229614257812,6890000,0.0,0
2001-08-27,11.516746520996094,11.6432224799834,1145.7228506120978,11.516746520996094,827700,0.0,0
2001-08-28,11.472108118494132,11.591144145690796,11.345632162220005,11.42746925354004,7369000,0.0,0
2001-08-29,11.37539300678556,11.390272867344423,11.159639995257676,111.6707992553711,397400,0.0,0
2001-08-30,1104.8042221361763,11.18939732790675,11.048042221361763,-111.22439384460449,640100,0.0,0
2001-08-31,1115.9638236119783,112.34036108164857,11.085240364074709,110.85240364074708,3337900,0.0,0
2001-09-04,1115.9637576479192,11.643221587655695,11.159637576479192,-114.4234848022461,1068600,0.0,0
2001-09-05,11.442346863385058,-114.42346863385058,11.08523814245277,1109.267807006836,1053200,0.0,0
2001-09-06,10.973643105605554,1116.7076984868268,-107.13251290481851,10.787649154663086,1384500,0.0,0
2001-09-07,10.750449595653553,10.891805387452523,106.76052445321449,10.802528381347656,1408500,-0.0,0
2001-09-10,-108.47165726335469,11.278671578641555,10.82484665383978,11.271231651306152,6221000,0.0,0
2001-09-17,11.263794107621294,11.263794107621294,10.765330254230832,10.86204719543457,1934300,0.0,0
2001-09-18,10.862049021345983,11.159639113912691,1067.605503611411,10.82485008239746,902800,0.0,0
2001-09-19,1086.2046513423716,10.929003736658508,10.207347751428667,10.378461837768556,2415400,0.0,0
2001-09-20,1034.126509401018,-103.4126509401018,95.52651009287027,9.634488105773926,3498900,0.0,0
2001-09-21,9.56009181484728,9.671687930238011,9.046747981223984,9.48569393157959,205180000,0.0,0
2001-09-24,9.671686268888624,9.879999312940155,9.634487333644609,9.820481300354004,1964200,-0.0,0
2001-09-25,9.820481101522264,98.20481101522263,944.8493175634977,9.5228910446167,1827300,0.0,0
2001-09-26,9.522889474953091,9.641925478094542,9.07650375366211,9.07650375366211,3327200,0.0,0
2001-09-27,9.12114540835751,9.12114540835751,863.7560610322447,88.16115379333496,2347500,0.0,0
2001-09-28,9.00210981887201,-100.06476985921014,900.2109818872009,9.48569393157959,2844000,0.0,0
2001-10-01,9.411293120111017,9.67168492101962,9.411293120111017,944.8492050170898,878800,0.0,0
2001-10-02,9.336896660505674,9.448492749433736,9.01698683162964,9.35921573638916,-19004000,0.0,0
2001-10-03,938.8976106802501,9.716325911771555,-93.74096957218852,96.34488105773926,2539400,0.0,0
2001-10-04,9.6493677513961,10.266867699937364,9.6493677513961,1003.6234855651855,3108500,0.0,0
2001-10-05,10.043675502992814,10.222229563874546,9.90975960257613,10.0808744430542,2172300,0.0,0
2001-10-08,1011.8072809188751,10.185030046088317,984.2801094055176,9.842801094055176,5761000,0.0,0
2001-10-09,10.028794441384347,102.6686720354181,9.954397279687576,9.969276428222656,16011000,0.0,0
2001-10-10,9.932080555136194,10.229670691446666,98.94881610719672,1017.015266418457,1700400,0.0,0
2001-10-11,11.531624085988712,11.531624085988712,10.936443346100086,11.278672218322754,4214100,0.0,0
2001-10-12,11.353072247550127,123.12800407409668,113.53072247550128,12.312800407409668,5193300,0.0,0
2001-10-15,12.283042024596009,13.35436769570827,12.283042024596009,13.019577980041504,3277900,0.0,0
2001-10-16,131.3117424066476,13.42876431435553,12.573192320361544,-129.82379913330078,199600000,0.0,0
2001-10-17,13.131174367217184,-131.98132311820592,12.535994214099563,12.632710456848145,18771000,0.0,0
2001-10-18,12.632708832182434,-126.32708832182433,12.357438578900489,12.424396514892578,942000,0.0,0
2001-10-19,12.424396535213226,12.535992622375488,12.30536051970398,12.535992622375488,2062500,0.0,0
2001-10-22,12.647590037754604,13.07165606491825,12.625270250369692,13.019577980041504,-4696000,0.0,0
2001-10-23,13.019576572953646,13.190690667347369,12.848462478559922,13.108854293823242,915400,0.0,0
2001-10-24,131.53492456640438,13.213010464266906,1307.1654664021082,13.19813060760498,472600,0.0,0
2001-10-25,13.19813060760498,13.205570535935944,12.744304912564894,13.19813060760498,265100,0.0,0
2001-10-26,13.168372301395896,-132.27890308968546,13.019576572953646,13.108854293823242,566500,0.0,0
2001-10-29,13.18324911360578,13.190689041012718,12.945177112668052,13.05677318572998,616200,-0.0,0
2001-10-30,12.982380703941695,12.989819214593233,12.759187070815338,12.90798282623291,57470000,0.0,0
2001-10-31,12.960061072377886,13.093976970076383,12.721988996034565,1307.1657180786133,718600,0.0,0
2001-11-01,13.034454241426449,13.830507991205105,-130.34454241426448,-136.22194290161133,1089900,0.0,0
2001-11-02,1376.3556336703368,14.209942231427805,-134.65966213227622,-135.7756233215332,2372800,0.0,0
2001-11-05,13.577560420535589,13.592440279369816,13.220452322642812,13.465964317321776,1552700,0.0,0
2001-11-06,13.376685457966,13.376685457966,1290.798129629119,133.69245529174805,562600,0.0,0
2001-11-07,13.376683285694304,-140.61141014099118,133.6180343052829,14.06114101409912,1987000,0.0,0
2001-11-08,13.912351419165663,14.857199837044964,13.912351419165663,14.842321395874023,174720000,0.0,0
2001-11-09,14.693525631992056,14.842321395874022,14.619127750051074,14.842321395874023,1325400,0.0,0
2001-11-12,14.69352257693079,14.69352257693079,14.13554070692076,14.500088691711426,2398300,0.0,0
2001-11-13,14.656325716459706,15.802047858224958,14.6265659994942,15.474698066711426,1463000,-0.0,0
2001-11-14,15.623492949132965,15.921083007216945,1485.719730792305,15.035751342773438,1391400,0.0,0
2001-11-15,14.916717847074771,15.214309374604914,14.916717847074771,15.065513610839844,628200,-0.0,0
2001-11-16,-150.65510079756905,15.809485886164651,15.028311857045011,156.53251647949222,639100,0.0,0
2001-11-19,-156.9788993258854,16.553461833433673,15.69788993258854,-163.67467880249023,1430000,-0.0,0
2001-11-20,16.33770854738541,16.33770854738541,15.735088522348088,15.809486389160156,-10174000,0.0,0
2001-11-21,15.772287551683585,-157.7972606095626,-147.30720294876738,15.139907836914062,14426000,0.0,0
2001-11-23,151.32466831447,15.340780551784237,15.072948828353663,-152.88701057434082,286500,0.0,0
2001-11-26,-153.85420576519357,16.069878405113762,15.08039059607176,15.99548053741455,1064900,0.0,0
2001-11-27,-160.69880044546477,16.92545206281874,159.9548216925727,16.739458084106445,12100000,0.0,0
2001-11-28,1636.7464980075845,-164.41862831971295,15.51933315792227,16.255868911743164,14159000,0.0,0
2001-11-29,-162.4099428198283,165.4602429575772,15.63093425443305,15.943404197692873,1326400,0.0,0
2001-11-30,15.965718986393677,16.858490458057517,-159.28520766333156,-168.13852310180664,-20754000,0.0,0
2001-12-03,16.92545034042842,17.855420139353058,16.739456380643492,17.037046432495117,1244400,0.0,0
2001-12-04,16.92545333025425,18.22741127873535,16.85105544939388,18.00421905517578,20870000,0.0,0
2001-12-05,181.53013652723558,19.938555723331824,18.108375491189285,19.82695960998535,3386200,0.0,0
2001-12-06,19.826947842125914,20.21381546319684,19.26896618755002,19.52935791015625,3190200,0.0,0
2001-12-07,19.268973369313027,19.30617301156192,18.450599687113836,18.4952392578125,-11154000,0.0,0
2001-12-10,18.59939941779347,1949.217115745618,18.2274114294376,18.30180931091309,1732100,0.0,0
2001-12-11,18.264607450296488,1851.0119436138841,1822.7409223571226,18.42084312438965,1713200,0.0,0
2001-12-12,18.41340212872837,18.822588275091597,18.25716788270576,18.72587203979492,2044100,0.0,0
2001-12-13,18.68867186703564,186.96110375957318,172.60238339497747,17.33463478088379,14466000,0.0,0
2001-12-14,17.37183386122173,17.74382173225851,16.84361034645853,17.59502601623535,-11562000,0.0,0
2001-12-17,17.706629289575403,18.97138913269723,17.639671332055915,18.94162940979004,1428100,0.0,0
2001-12-18,191.573794838678,-194.17771333472228,18.9788254376017,-193.06175231933597,2640200,-0.0,0
2001-12-19,19.268978277905365,19.626086420337117,18.934189926508708,19.36569595336914,-11601000,0.0,0
2001-12-20,20.53373361741964,20.83132367178372,19.053221855314717,20.12454605102539,2425100,-0.0,0
2001-12-21,19.82695735431019,20.273343175933185,-194.32651037410696,19.45496940612793,1900500,0.0,0
2001-12-24,19.45497099926933,19.45497099926933,19.306176659224704,-193.50814819335938,181100,0.0,0
2001-12-26,194.25208742156337,19.52192497253418,19.35081087777733,-195.2192497253418,667000,0.0,0
2001-12-27,19.514488230288823,19.56656631815045,19.343374107594485,19.559127807617188,702000,0.0,0
2001-12-28,19.559123398436075,19.7823155586782,19.343369747050364,19.75255584716797,-11747000,0.0,0
2001-12-31,19.76000024318036,20.035271960809872,19.417771997554908,20.02783203125,920700,0.0,0
2002-01-02,20.012946924335044,20.02038685194402,19.30617082973535,1949.960327148437,900500,0.0,0
2002-01-03,19.514491148558022,19.54425087122732,18.822593205735505,188.89551162719727,698200,0.0,0
2002-01-04,18.889544442213367,20.98011738823328,18.777948359950447,20.608129501342773,2708500,0.0,0
2002-01-07,20.66021150965228,20.682529878938865,196.78163528442383,19.678163528442383,-11136000,0.0,0
2002-01-08,19.685600530455613,203.1054036498005,17.94469832744765,20.29566192626953,1746900,0.0,0
2002-01-09,20.087351310515253,-210.84279229818105,19.53680925969483,2051.1417388916016,3008600,0.0,0
2002-01-10,20.816440866338247,-209.4291679890944,2028.0778844342017,2069.7404861450195,2384900,0.0,0
2002-01-11,20.533738356480008,206.45334475244567,19.350816375728044,19.693044662475582,3910300,0.0,0
2002-01-14,19.04578397655506,19.08298220522138,18.45804231428128,18.554759979248047,4285500,0.0,0
2002-01-15,-185.99400961802544,193.43377000274646,18.599400961802544,188.89551162719727,3987000,0.0,0
2002-01-16,18.911866403266824,19.841836227544263,18.52499861580229,19.343372344970703,31537000,0.0,0
2002-01-17,19.343372344970703,195.2936630982619,19.224336320984897,19.343372344970703,1226800,0.0,0
2002-01-18,1930.617169557786,19.335929988327276,19.03833996572735,19.16481590270996,7581000,0.0,0
2002-01-22,19.105300840787883,191.05300840787885,18.52499914307412,18.569637298583984,19141000,0.0,0
2002-01-23,18.52500024061948,18.59939811689134,-180.86054331539128,18.26460838317871,2515200,0.0,0
2002-01-24,-187.85388552138372,19.521924408256503,18.78538855213837,19.12017822265625,1689200,0.0,0
2002-01-25,19.082982053239643,19.15737992900122,-187.48193740844727,187.48193740844727,1057900,0.0,0
2002-01-28,18.770513060466328,18.770513060466328,17.208163266469153,17.855422973632812,3010300,0.0,0
2002-01-29,18.115813378647672,18.167891464402565,17.69174734433337,17.766143798828125,2563400,0.0,0
2002-01-30,17.661987092757087,1859.195693600897,17.334637310606446,-185.62198638916016,1677500,0.0,0
2002-01-31,18.97138329753047,19.45496729385935,-189.71383297530468,19.179697036743164,178530000,0.0,0
2002-02-01,19.268977596673597,2105.451966472824,19.194579714875157,-208.3132743835449,2698000,0.0,0
2002-02-04,20.756925672166087,207.94125315614656,20.094787628015855,20.31797981262207,1659800,0.0,0
2002-02-05,20.05014537533575,20.392373510960933,19.94598781399768,20.23613929748535,-10072000,0.0,0
2002-02-06,20.23614596715012,20.251024407369933,19.998072476353943,20.102230072021484,825700,0.0,0
2002-02-07,20.087347412109377,2057.09314178559,198.5671530211112,-204.5933532714844,3080600,0.0,0
2002-02-08,20.08735409247049,20.645336150594677,19.864161836829524,20.623016357421875,1346400,0.0,0
2002-02-11,20.384938664668702,20.86852269898513,19.78975853305176,19.938552856445312,-12253000,0.0,0
2002-02-12,-191.94575338040733,-194.9216679737632,19.120178892228083,193.284912109375,1278100,0.0,0
2002-02-13,193.433720002691,19.454968093389464,19.08298017030737,-191.94576263427732,1198100,0.0,0
2002-02-14,193.43373051396125,20.08734893798828,19.045782980563537,20.08734893798828,-14499000,0.0,0
2002-02-15,19.97575240797913,2045.933644003011,19.60376447270585,20.422138214111328,9649000,0.0,0
2002-02-19,20.422137846173857,20.422137846173857,19.975752048084008,20.05014991760254,814300,0.0,0
2002-02-20,2001.295312586285,20.355182806818995,19.975754895312235,20.1617488861084,1156200,-0.0,0
2002-02-21,20.012950334646188,20.012950334646188,18.56219826018619,19.343372344970703,1514200,0.0,0
2002-02-22,19.19457592395789,19.19457592395789,18.37620364286782,19.068099975585938,2449100,-0.0,0
2002-02-25,19.313614190981223,19.521927959309348,1841.340400942836,18.748193740844727,2103500,0.0,0
2002-02-26,18.822589273115952,19.231776860196707,18.62171686315341,19.105300903320312,787100,0.0,0
2002-02-27,200.87346342281052,-202.65900361707673,-189.7138265659877,-191.4993667602539,1830800,0.0,0
2002-02-28,19.29873011918436,19.64095826118668,19.19457255590541,19.484724044799805,1782900,0.0,0
2002-03-01,19.566564878544312,19.566564878544312,19.38057091042499,19.492168426513672,560300,0.0,0
2002-03-04,19.49216846724329,20.228704412252267,19.49216846724329,19.938552856445312,1758700,0.0,0
2002-03-05,20.087346669789905,20.712286457482847,20.087346669789905,206.45328521728518,2029800,0.0,0
2002-03-06,20.45933787717229,208.6852406710716,20.414699719129924,204.89097595214844,770000,0.0,0
2002-03-07,20.503975366274087,207.19729057979254,19.9385535131056,20.191505432128903,-10560000,0.0,0
2002-03-08,2064.532498885838,22.691258095862363,20.64532498885838,22.2374324798584,250750000,0.0,0
2002-03-11,2246.807238674904,22.594548344478564,21.94728869750477,-222.44878768920898,13792000,0.0,0
2002-03-12,220.96084910681793,224.90391231525888,216.42259155272558,-221.77921295166016,1616000,0.0,0
2002-03-13,221.33286996429692,22.15560678828229,21.523226876008543,21.686901092529297,702500,0.0,0
2002-03-14,21.57530018786752,21.59761997477162,21.07683629918007,21.32978820800781,11067000,0.0,0
2002-03-15,21.21819151216603,21.567859649658203,-210.17317692767386,21.567859649658203,-8928000,-0.0,0
2002-03-18,21.57529978340377,22.096083449232392,215.75299783403773,21.88776969909668,838500,0.0,0
2002-03-19,20.8313240638146,20.942920158923627,18.599396485548752,19.343372344970703,8931800,0.0,0
2002-03-20,1934.3369747050365,20.236141226061147,18.792827855301468,19.75255584716797,3732200,0.0,0
2002-03-21,19.901354523960865,20.42213820060764,1971.5360556447208,-203.77498626708984,-14579000,0.0,0
2002-03-22,20.496535147340357,21.017318836562858,20.2807828777057,20.556053161621094,122510000,0.0,0
2002-03-25,20.55605198460863,205.5605198460863,19.82695599666131,20.12454605102539,917300,0.0,0
2002-03-26,20.050148920918897,20.370057331609807,19.64096136841817,198.715934753418,426800,-0.0,0
2002-03-27,19.931114970596152,20.027831212879608,19.655843264214692,19.722801208496094,5177000,0.0,0
