Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
,11.234037554930335,11.375392678607442,11.159639673303996,11.286115646362305,34994300,0.0,0
2001-07-20,111.96838937144031,11.196838937144031,11.01084493722307,11.16707992553711,9238500,-0.0,0
,11.159637451171877,11.167077379755211,10.824848469538848,11.159637451171877,7501000,0.0,0
2001-07-24,-111.2243889754629,11.13731875522104,10.936444933675917,11.05548095703125,3537300,0.0,0
2001-07-25,109.36445412447696,11.12243938446045,10.899246476143007,111.22439384460449,4208100,0.0,0
2001-07-26,11.122438124457403,11.152197128227774,10.787649154663086,10.787649154663086,63353000,0.0,0
,10.795088768005373,10.8546067738095,-107.87648839902204,10.795088768005373,3524000,0.0,0
2001-07-30,10.7876483214975,1099.596133180139,10.7876483214975,1093.6443328857422,3654300,0.0,0
,10.943883155593245,11.167076019328382,10.862046079678269,11.129877090454102,1429000,0.0,0
2001-08-01,11.159637820336126,115.31625747680664,11.085239951062952,11.531625747680664,2087900,0.0,0
,11.457229614257812,11.531627494802784,112.3403739164444,-114.57229614257812,1717400,-0.0,0
,11.457225577628106,11.457225577628106,11.144755724646384,11.271231651306152,98360000,0.0,0
2001-08-06,11.2712346732469,11.323313469047092,1117.4518429998066,112.34036445617676,777400,0.0,0
,11.2340356896093,115.68824682317253,11.2340356896093,11.531625747680664,788900,0.0,0
,11.457227499398869,1160.6023233023006,11.159637451171877,11.159637451171877,2190300,0.0,0
2001-08-09,,11.531625747680664,111.59637820336127,11.531625747680664,928000,-0.0,0
2001-08-10,11.457229857905164,11.457229857905164,11.248916781264375,11.300994873046877,703300,0.0,0
,11.271236111405932,11.412591948671912,1108.5242111484972,-111.6707992553711,17704000,0.0,0
2001-08-14,,11.204275051615843,10.8992443996398,-109.36443328857422,1000800,0.0,0
2001-08-15,,1108.5238836651406,10.936443822574256,11.00340175628662,530900,0.0,0
2001-08-16,10.99596386526019,-109.95963865260191,10.452861785888672,10.452861785888672,1522700,0.0,0
2001-08-17,10.460299503190374,110.10841395592348,10.341262785539977,10.802528381347656,2342400,0.0,0
2001-08-20,10.862045935664517,11.42002773284912,10.780208151324029,11.42002773284912,1434900,0.0,0
2001-08-21,11.345633269662516,11.606025136704975,11.167079211438931,11.50186824798584,1038200,0.0,0
2001-08-22,11.397710168802291,11.44978896247773,10.99596322500539,11.412590026855469,-8290000,0.0,0
2001-08-23,11.494428558404223,11.494428558404223,11.345633506774902,11.345633506774902,470000,0.0,0
,11.345633502951124,1151.674763488948,11.159639511099469,11.457229614257812,-6890000,0.0,0
,11.516746520996094,11.6432224799834,11.457228506120977,11.516746520996094,827700,0.0,0
2001-08-28,11.472108118494132,11.591144145690796,11.345632162220005,114.2746925354004,736900,0.0,0
2001-08-29,,11.390272867344423,11.159639995257676,11.16707992553711,3974000,-0.0,0
2001-08-30,11.048042221361763,11.18939732790675,11.048042221361763,1112.243938446045,6401000,0.0,0
2001-08-31,-111.59638236119784,11.234036108164856,1108.524036407471,11.085240364074709,3337900,0.0,0
,-111.59637576479192,11.643221587655695,11.159637576479192,11.44234848022461,1068600,0.0,0
2001-09-05,114.42346863385058,11.442346863385058,11.08523814245277,11.09267807006836,-10532000,0.0,0
2001-09-06,10.973643105605554,11.167076984868268,10.713251290481852,10.787649154663086,1384500,0.0,0
2001-09-07,107.50449595653552,10.891805387452523,10.67605244532145,10.802528381347656,1408500,0.0,0
2001-09-10,10.847165726335469,11.278671578641555,10.82484665383978,11.271231651306152,622100,0.0,0
,,1126.3794107621293,10.765330254230832,10.86204719543457,1934300,0.0,0
2001-09-18,10.862049021345983,11.159639113912691,10.676055036114109,10.82485008239746,902800,0.0,0
2001-09-19,10.862046513423715,-109.29003736658508,10.207347751428667,10.378461837768556,2415400,0.0,0
,10.34126509401018,10.34126509401018,9.552651009287027,9.634488105773926,3498900,0.0,0
,9.56009181484728,96.71687930238011,9.046747981223984,9.48569393157959,2051800,0.0,0
,,9.879999312940155,963.4487333644608,-98.20481300354004,1964200,0.0,0
,-98.20481101522263,9.820481101522264,944.8493175634977,9.5228910446167,1827300,0.0,0
2001-09-26,9.522889474953091,9.641925478094542,9.07650375366211,9.07650375366211,3327200,0.0,0
2001-09-27,,9.12114540835751,8.637560610322447,8.816115379333496,2347500,0.0,0
,9.00210981887201,10.006476985921015,9.00210981887201,9.48569393157959,2844000,0.0,0
,9.411293120111017,967.1684921019621,9.411293120111017,9.448492050170898,878800,0.0,0
2001-10-02,9.336896660505674,9.448492749433736,9.01698683162964,9.35921573638916,1900400,0.0,0
2001-10-03,9.3889761068025,-97.16325911771555,937.4096957218851,9.634488105773926,2539400,0.0,0
2001-10-04,9.6493677513961,-102.66867699937364,9.6493677513961,10.036234855651855,3108500,0.0,0
,100.43675502992814,10.222229563874546,9.90975960257613,10.0808744430542,2172300,0.0,0
,10.118072809188751,10.185030046088317,9.842801094055176,-98.42801094055176,576100,0.0,0
,10.028794441384347,10.26686720354181,9.954397279687576,9.969276428222656,1601100,0.0,0
,993.2080555136193,10.229670691446666,9.894881610719672,10.17015266418457,1700400,0.0,0
2001-10-11,11.531624085988712,11.531624085988712,1093.6443346100086,11.278672218322754,4214100,0.0,0
,,12.312800407409668,11.353072247550127,12.312800407409668,5193300,0.0,0
,1228.304202459601,13.35436769570827,12.283042024596009,13.019577980041504,3277900,0.0,0
2001-10-16,13.13117424066476,13.42876431435553,12.573192320361544,12.982379913330078,1996000,0.0,0
2001-10-17,,13.198132311820592,12.535994214099563,12.632710456848145,1877100,0.0,0
2001-10-18,1263.2708832182434,126.32708832182433,12.357438578900489,12.424396514892578,942000,0.0,0
2001-10-19,1242.4396535213227,12.535992622375488,1230.536051970398,12.535992622375488,2062500,0.0,0
2001-10-22,12.647590037754604,13.07165606491825,12.625270250369692,13.019577980041504,469600,0.0,0
2001-10-23,13.019576572953646,131.90690667347369,12.848462478559922,13.108854293823242,915400,0.0,0
2001-10-24,13.15349245664044,13.213010464266906,13.071654664021082,1319.813060760498,472600,0.0,0
2001-10-25,131.9813060760498,13.205570535935944,12.744304912564894,13.19813060760498,265100,0.0,0
