account_id,date,transaction_type,amount,balance,status,branch_code
2783.386592388761,2032-08-21,Withdrawal,490.8262017509582,23829.879372060877,Completed,NYC
381.6307357306907,2026-02-04,Withdrawal,450.60425587082625,12095.004907175315,Completed,NYC
1189.0714321853702,2028-04-18,Transfer,429.94159969117646,15567.621998854718,Completed,CHI
809.0217948278798,2027-01-29,Deposit,477.5334378258036,13732.535076033888,Completed,NYC
2168.631712063661,2030-12-13,Deposit,419.223990456564,20708.955467599357,Completed,CHI
142.36234062880465,2025-06-25,Transfer,669.4499019411493,11035.194620092796,Completed,LAX
151.42050620995178,2025-06-30,Transfer,505.986820789641,10612.184288774632,Completed,LAX
583.4975460531225,2026-08-14,Withdrawal,490.8072995661452,13084.453165199193,Completed,NYC
3022.041653565411,2033-01-05,Transfer,690.7254493221533,24509.158635440486,Completed,CHI
208.98140887327514,2025-06-30,Transfer,516.7268786098132,11348.341215706392,Completed,LAX
1475.2936316106538,2029-03-11,Withdrawal,600.5431206832823,17846.54125539292,Completed,NYC
1278.7902210560105,2028-07-22,Transfer,488.9997015032578,16409.538232315797,Completed,LAX
717.9900132916368,2026-11-17,Deposit,502.439770916791,13356.874268499074,Completed,CHI
1797.8382066349443,2029-11-20,Transfer,530.3014709079932,18697.169330029745,Completed,LAX
2329.3119367306454,2031-06-03,Transfer,602.6272904443931,21889.875863943358,Completed,LAX
412.0946254514231,2026-04-01,Transfer,414.9126130485068,12412.830176061729,Completed,LAX
1939.7012250690489,2030-07-31,Withdrawal,483.7315182511844,20232.720976245997,Completed,NYC
621.8124474690671,2026-10-07,Withdrawal,587.6225706960038,13151.244111228376,Completed,NYC
222.99360293812643,2025-11-09,Withdrawal,491.451838879925,11545.414902189345,Completed,CHI
951.0289595275437,2027-11-11,Deposit,506.32384950441985,15279.00632436193,Completed,NYC
634.6953837737881,2026-10-04,Withdrawal,495.29633007504077,12875.270685487356,Completed,CHI
297.9635922061335,2025-10-05,Transfer,549.2901899986695,11826.469851359681,Completed,LAX
1792.4676141096825,2029-09-30,Transfer,434.8611065723377,18682.428190654835,Completed,CHI
411.3136156258821,2026-02-25,Withdrawal,400.88374330060134,12090.888927911288,Completed,LAX
2296.6521690407412,2031-05-18,Transfer,537.3665286712564,21729.920064300968,Completed,CHI
287.335568169702,2025-08-29,Deposit,434.7770977231405,10948.460289456742,Completed,NYC
1898.4209420160432,2030-04-13,Transfer,392.6569137445205,19902.653845064742,Completed,NYC
1768.2693829157013,2029-11-01,Deposit,566.9124922208603,18965.524099352548,Completed,CHI
2429.6618933662585,2031-06-28,Deposit,407.8894067521538,21433.875328366707,Completed,LAX
126.97663765997315,2025-06-25,Transfer,671.2214232111739,10923.251416411502,Completed,LAX
82.21645627257823,2025-03-17,Withdrawal,607.0838759842117,10309.755802772384,Completed,LAX
2980.7342541947028,2033-03-03,Transfer,337.31836446071793,24664.509682340013,Completed,CHI
2360.4669828104657,2031-06-19,Transfer,525.7468306571336,22149.909115397368,Completed,CHI
921.7862744126255,2027-06-20,Withdrawal,456.636165064502,14516.774333961988,Completed,CHI
2067.5611660933782,2030-09-30,Transfer,524.7697796724698,20554.10319387562,Completed,NYC
690.8249628519816,2027-03-10,Withdrawal,512.6165584546218,14218.51999430702,Completed,NYC
1270.4984196911032,2028-08-28,Withdrawal,550.544175349745,16669.739104208616,Completed,LAX
2640.376372400049,2032-06-04,Deposit,414.1111216218245,23225.489670418825,Completed,LAX
1511.149916370197,2029-03-25,Withdrawal,538.7629283472886,17835.88577080834,Completed,NYC
1160.715685431525,2028-01-28,Transfer,551.3974339978284,15777.703146010597,Completed,NYC
715.7721959081653,2027-01-22,Deposit,305.65925080450126,13727.397329865295,Completed,CHI
647.2500061336825,2026-12-01,Transfer,553.1137448522932,13509.042261111752,Completed,LAX
1882.117513638376,2030-02-22,Transfer,529.5075166595655,19293.467973938048,Completed,LAX
2853.1484288881816,2032-08-28,Deposit,414.5003087358987,23978.518506115935,Completed,CHI
1083.004694445731,2027-12-30,Deposit,598.7917417110509,15562.259938582907,Completed,CHI
1721.2251615038654,2029-09-16,Deposit,494.596274734677,18344.811101014177,Completed,CHI
937.2050375719039,2027-06-06,Transfer,319.021383867779,14733.818150801391,Completed,LAX
2955.713348795929,2033-01-31,Deposit,551.4961417535607,24573.516797757482,Completed,LAX
2484.2913855604957,2031-12-22,Transfer,545.9617831810144,22887.269002921905,Completed,NYC
1043.1253290035959,2027-11-17,Transfer,473.82895845886367,15351.96089952892,Completed,NYC
1975.1241335084571,2030-08-11,Withdrawal,612.353531290368,19944.14550980764,Completed,LAX
1982.232909706822,2030-06-03,Transfer,409.9007348616981,20474.635133290067,Completed,LAX
2893.377330717379,2033-01-02,Transfer,448.90028861181656,24677.086718144412,Completed,LAX
1691.2291845843154,2029-07-20,Withdrawal,493.5740290903756,18568.12054522085,Completed,NYC
2288.5101859924716,2031-02-28,Withdrawal,483.3367040124034,21490.51226561242,Completed,CHI
529.5376463225573,2026-06-10,Transfer,522.6637500269385,12880.930246972583,Completed,LAX
2487.1497115130173,2031-09-26,Deposit,404.58034685179064,22305.537252818565,Completed,LAX
134.54902895830602,2025-05-16,Deposit,509.66074451738353,10630.96677608286,Completed,LAX
2908.826486302833,2033-01-18,Deposit,685.1122473328974,24538.96402944149,Completed,CHI
1441.4292229663206,2028-10-28,Deposit,482.7165759015393,16731.29255367668,Completed,NYC
2732.0128895709704,2032-05-26,Deposit,686.3335827941809,23744.470168037566,Completed,LAX
2476.409931482363,2031-10-24,Deposit,555.4554412642062,22602.29665009544,Completed,CHI
803.8153740882441,2027-05-23,Transfer,584.1383468476954,14376.930323513658,Completed,CHI
2561.3880746527975,2031-12-16,Withdrawal,593.8491272810926,22869.689321711325,Completed,CHI
359.1212366814286,2025-11-09,Withdrawal,493.06923996766045,11283.368436327954,Completed,CHI
353.14649815797736,2025-12-17,Withdrawal,540.3070654491879,12026.972911617084,Completed,LAX
1637.6404892192534,2029-06-12,Deposit,489.43082704816123,18039.222510400046,Completed,NYC
296.41982121185544,2025-09-18,Deposit,433.26789244132834,11241.156248082061,Completed,NYC
2156.507362948608,2030-10-30,Transfer,535.5466046395214,20668.425796186642,Completed,CHI
97.42143225333587,2025-05-16,Deposit,502.9994709172554,10715.683961111661,Completed,LAX
2558.3207928632314,2031-11-05,Deposit,464.29230053254463,22583.177649981244,Completed,CHI
363.29773141529273,2026-01-06,Transfer,427.620524535397,12042.65250344479,Completed,CHI
1621.2784337818773,2029-04-24,Withdrawal,515.03863238601,17889.53100561679,Completed,LAX
1291.8650194923136,2028-06-11,Withdrawal,539.7349017099833,16578.158732651184,Completed,NYC
1386.0145314467877,2028-10-17,Withdrawal,316.15451425293725,17171.08753811523,Completed,CHI
671.0214857831986,2026-09-21,Deposit,424.04890640034307,13198.610572988584,Completed,NYC
1632.973403561882,2029-07-15,Deposit,473.5579098041763,18274.182254828163,Completed,CHI
2536.304039159764,2032-02-18,Deposit,413.37630420669575,23206.341640665127,Completed,CHI
1369.2870994221869,2028-07-28,Transfer,476.7375713568565,16159.265929209827,Completed,LAX
2824.8936312321152,2032-09-14,Deposit,421.0319382355957,24008.835776254407,Completed,CHI
2858.8485760354097,2032-10-25,Transfer,539.8340683516693,24166.093851348465,Completed,CHI
1692.208694150926,2029-07-01,Deposit,683.8298207776347,18153.60730269781,Completed,CHI
