student_id,class_id,math_score,english_score,science_score,gpa,attendance_pct,passed
1000,141,80.07129154093062,58.76437978558627,65.49934890989637,3.3600618686653214,94.80940078636117,True
1001,116,74.96875219951632,72.84790764839265,78.60608955509075,3.280225742791444,92.42055686112847,True
1002,146,78.78135341289217,81.26863178455578,76.01686736798108,2.7761456410576018,95.86904515028685,True
1003,109,80.4669418916638,67.71583267806919,84.1485865531731,3.147132072723123,85.34108618959894,True
1004,123,63.765320159142576,63.89293316421155,78.98091154505323,1.7920948239424386,84.89856789784955,False
1005,144,79.04804639013678,96.3540372618808,63.8996542616694,4.0,93.9528223544956,False
1006,119,80.86556798726899,85.83623246239259,66.32827608033945,3.112253428445064,91.88815325072926,True
1007,112,82.45070495335335,75.60716710725038,83.43217385357687,3.1267918288243597,90.03051205563429,True
1008,141,67.60690874873748,74.47180198427412,77.02337120508759,2.9142138805305438,89.8983588513136,True
1009,108,80.74479575559474,75.98603294301455,83.28394144358808,2.8832684696013713,86.50313173011583,True
1010,135,84.86330747079391,91.45780132633527,68.74993802787249,3.237871161122938,92.30299650346221,False
1011,132,95.30477115832161,75.43751596636889,79.91300262339993,2.823425320939295,91.79683386270402,True
1012,112,59.39215869970333,65.10565261262737,65.73371086613987,3.1887748506255407,94.63753904061085,True
1013,122,71.15067617070407,92.87683842779381,65.39103563440017,3.6994135312276666,94.95937854595152,True
1014,148,72.23993292117592,79.63086248453017,74.30313542330278,3.291956272799185,87.63795859485593,False
1015,132,84.26042907766048,85.25488064103008,92.54807915569523,4.0,95.42971613771651,True
1016,127,56.69012988787552,81.60701603658083,75.75819383956215,3.176910727820522,92.74511344987762,False
1017,121,49.1065027539549,81.97722652096098,84.98910424632447,2.6327549944273705,96.59889735117804,True
1018,138,71.56484180685938,70.06388140466908,95.09787226918219,3.150324940194808,100.0,True
1019,140,83.39008859208937,70.18681051649241,69.70356627228499,3.622826780992189,98.54670109431267,False
1020,104,54.458175302874054,75.88999359865794,76.85869763251125,2.4195470378910793,100.0,True
1021,139,66.2430030611936,72.96202428105343,69.24994255424974,2.7760914105447654,93.51156943785932,True
1022,105,83.01522164027895,74.61017636150324,68.26163981412645,3.3065998728738704,91.6036719697617,True
1023,143,81.28317644261065,73.79171763977756,74.88950245549094,2.921679972462906,91.01920525627796,True
1024,144,84.67641643200274,93.45539069312235,66.87317832906058,3.563775195718174,93.66309719741356,True
1025,140,78.9052372789648,83.40816698029664,81.57878604615529,3.486294346705841,95.88170581429624,True
1026,139,67.78121746664375,80.26039909487781,63.466048500243744,3.2078575543115604,91.88955441257313,True
1027,143,84.06393578302922,68.98642888935706,62.659579556402306,2.684870789466882,94.55400267898769,True
1028,134,81.39987930641668,72.21531315706417,84.00353777260028,2.9947613391582695,89.37179934020163,True
1029,104,66.17591164437366,88.78871969383096,71.51478170714542,3.4210783905222986,95.3948135471132,True
1030,106,75.36769867827034,75.31255418690239,88.69644183709234,3.3324451719635935,93.0329658674449,True
1031,125,82.3407970986131,74.9352880360119,87.38692428222355,2.981939770940182,86.76490626052326,True
1032,105,79.97055457267508,45.20604828991083,85.64690265449659,3.5931905765356156,82.91100026632432,True
1033,147,50.6122997983531,76.87716704229928,72.17365150722577,4.0,96.5325011627223,True
1034,107,76.44450182129229,61.085809723418976,81.60593988740075,2.9306651854010504,90.5967697846208,True
1035,132,79.31087836395069,76.14043194977151,86.06360925619134,3.5150974628172724,85.68602512753397,True
1036,120,74.90644103116055,90.6114063826095,72.6885818221144,3.014796803662328,94.86751560152743,True
1037,132,65.12962655111981,68.66587590622532,89.85509316463038,3.8962485338510184,88.03846972550892,True
1038,103,47.638358797462914,86.831480718847,70.79057887520254,3.618163683490394,96.6048457520069,True
1039,117,86.19583650866804,64.42771037387347,76.03095116790608,3.5355625368241235,96.63276027278688,True
1040,147,66.97817357055148,80.38596390031252,75.86744501997342,3.7686600611152996,91.30498552936304,True
1041,113,62.04743128242347,89.29721764640874,67.523826506369,3.335357153235227,84.15064668511917,False
1042,105,78.15755149237681,99.5190502066593,69.16993727536928,3.3772064449467702,98.31344926132313,True
1043,127,87.92983194565825,66.3688940153986,39.28838075153797,3.378416569325749,95.3725074653124,True
1044,116,88.44517554390102,73.29294995622875,78.31072108227792,2.851577270758306,82.5493607510496,True
1045,140,71.63063956737584,77.70807147908616,71.80273364597004,3.444235473671293,89.24468046067463,True
1046,147,71.36972735938235,70.44768072393946,79.71257019559174,3.3284910738589737,93.98848999775859,True
1047,109,87.53051792349768,72.03888470386102,67.88577387344192,3.1152652644467946,91.63065491979478,True
1048,146,82.48903497372046,60.70560802980164,68.86868034537889,3.9600796283097393,100.0,True
1049,116,78.2431072737154,72.64698646088038,73.52497224605145,2.975726984303248,89.65674553807767,True
1050,142,81.73631885330062,78.23954546869864,67.27782431833778,3.4350752624359977,89.99124733202669,True
1051,146,80.21944362039572,70.47212540276358,60.95694297411508,3.822726534631066,93.33767259629808,False
1052,109,72.21445531207016,86.23096138255686,77.137973875444,4.0,89.73882686133115,True
1053,118,66.09885788893861,65.67857108169974,95.50393008965398,2.791208058690914,96.63954257684334,True
1054,123,83.98169291218561,65.19295965867843,59.03167474754395,2.805787312293178,87.09428657752932,False
1055,110,61.231362881291126,75.33891486878258,51.3621969059064,2.824503600730848,89.27870558299306,True
1056,142,53.9628591083293,88.98019356995601,94.82278483376601,2.937733883793688,90.07059854770462,True
1057,147,85.79118229050401,63.53078889137204,71.08827237579193,3.748009614119611,91.89442361054385,True
1058,127,53.96756354155784,72.2220492870241,87.83869296723928,3.2402764523917797,89.59307227699351,True
1059,120,79.3080854589137,72.1700420629781,93.80202894164138,3.098092296239015,94.16702997722054,True
1060,133,71.3602212928827,78.23471351173905,91.15220002827927,3.2530544001282578,92.28798174754598,True
1061,144,99.66527169046141,85.07596466804446,89.33278723080191,3.6604255222004696,89.38683175889649,True
1062,133,78.02147337851635,91.38917219095121,57.425017063583184,2.8525185376384896,83.1636880873241,True
1063,127,84.54417098519957,71.49509319222983,67.17283668030953,2.5729969182061243,88.99601983558401,True
1064,109,100.0,63.67872382318142,69.89377442836876,3.794565006849714,90.93538553977305,True
1065,113,67.78460217024865,88.18830559859906,79.0615397821589,2.4384763264192952,91.50415902046679,True
1066,111,79.90648183357781,96.73413481143032,61.62545468477125,2.589449555921995,93.98413616262121,True
1067,141,88.58064889222467,68.1996577553234,81.91284633741836,1.8101791268053475,100.0,False
1068,135,59.800385395263454,74.01189387222631,51.42759972634174,3.0672136741900387,86.2471819976245,True
1069,110,62.33066804995237,69.40520643335942,70.87319932083379,3.187290116052621,83.75833293377971,True
1070,138,84.23627074643885,85.34958013261277,77.91542837519282,2.969858766926431,84.96960052765893,True
1071,107,83.40783790257788,72.71173153629528,59.3987309878907,4.0,87.70452759689027,True
1072,123,65.90841861075972,74.47285239125151,80.57206461348076,3.185152398272978,100.0,True
1073,107,72.00128388087657,73.91796657313941,87.20314199517672,3.760253313676187,87.39249061165671,True
1074,120,63.14031710707148,97.08965916096173,66.22589877416013,3.790011138036012,93.38635352139113,True
1075,119,77.34065767271653,70.94015578649774,70.0178647760463,3.004601887020889,97.26280349615446,True
1076,102,66.5567763663669,87.92478077260901,66.95704899099019,3.2133862230178134,100.0,False
1077,105,90.58150261717753,80.69597298488742,68.76533242438194,2.5094794954762776,95.81444651894371,True
1078,141,65.73295573869747,83.91227410488129,86.92194261328474,3.171458862654269,94.11525837393657,True
1079,118,73.74390488933287,82.91860609873903,74.18313461557756,2.660713224381462,93.7383086945173,True
1080,107,62.68860196740965,73.7523708688743,59.882898322005616,2.4772276423746513,92.49087579148973,True
1081,138,87.39175599138002,76.34284787614747,78.28548244210991,3.4036635427207886,86.75318349346487,True
1082,134,72.61218800703244,84.79105171589626,75.58851248566762,3.254324607807912,81.6647298625252,True
1083,119,62.57351311904543,57.14158190404879,69.48448617708559,4.0,92.50823577683532,True
1084,121,73.92242779608196,69.78897261348166,86.577721949143,3.4023333260231072,93.14756914076625,True
1085,127,82.75823538276093,79.7867964522467,90.95814831662946,4.0,93.98560917819789,False
1086,124,77.70109074041527,57.607401227079016,60.181736269844905,2.870722110571781,87.18692174870476,True
1087,123,82.28699052268416,79.68754367346762,84.83146473392057,3.9347791941996464,88.32528102646006,True
1088,144,57.60118817896813,70.78463929884774,69.41151867376115,3.52631974815186,82.99838849621,True
1089,138,56.932768197809494,80.27232382305036,85.71951287569871,3.485111075024598,96.97499079347497,True
1090,111,81.06800796129748,67.43254624256122,65.91723473220485,2.3681721023637268,92.38557222663931,True
