account_id,amount,balance,date,transaction_type,status,branch_code
2101.367891201585,555.787671147225,20490.462558623094,2030-08-31,Transfer,Completed,NYC
1516.3053156509636,577.3636567563971,17405.71922078664,2029-06-16,Withdrawal,Completed,CHI
557.2252321076323,396.2397150232963,14161.821302018245,2026-02-10,Deposit,Completed,LAX
1396.0736990184569,424.7673382048596,13803.673147107256,2026-09-21,Deposit,Completed,NYC
1913.834780694201,429.3128596756758,18153.948838891287,2027-12-02,Transfer,Completed,NYC
1357.4118476098884,564.706256263404,19159.655232793004,2030-02-12,Deposit,Completed,NYC
1679.0701274977437,411.5700691396294,19255.343600677614,2030-03-28,Withdrawal,Completed,LAX
2639.52697289213,461.9236122760349,19696.40527269679,2027-06-03,Transfer,Completed,NYC
1585.7271711729393,615.5738835219745,21213.00624505705,2031-12-08,Withdrawal,Completed,CHI
1187.8669295111922,368.3987747110922,16881.395120174468,2027-09-14,Withdrawal,Completed,NYC
2784.380784465708,525.5501578799087,16429.15249806173,2025-07-29,Withdrawal,Completed,NYC
1156.4818472149643,617.2164383077925,20454.49012966741,2025-05-29,Transfer,Completed,CHI
302.76074590947866,501.3255952708098,10469.276233721208,2025-04-04,Withdrawal,Completed,NYC
2509.5154353699377,545.4007620369077,23394.410212715135,2033-03-09,Withdrawal,Completed,CHI
143.030715091761,505.88355674038553,11429.52598365131,2025-02-25,Deposit,Completed,CHI
1508.337205284518,546.319481971755,20796.568491735034,2026-12-07,Deposit,Completed,CHI
1562.7316323429368,495.77761199310106,17999.906153371012,2028-05-30,Withdrawal,Completed,NYC
664.4581522999738,492.96264197576977,13001.545121847568,2027-03-21,Withdrawal,Completed,LAX
1394.0996893720987,496.53511204006384,16884.83694747887,2028-11-07,Transfer,Completed,NYC
1183.0686938214606,527.4151292548011,20640.253111895076,2031-05-04,Withdrawal,Completed,NYC
1549.0251363168663,552.1179710459346,19025.93058143261,2027-12-18,Deposit,Completed,NYC
1374.2708244527203,422.2690703478684,16560.137951781227,2026-04-03,Deposit,Completed,CHI
960.5514008609402,412.27645223256775,15846.540589315438,2027-04-13,Deposit,Completed,LAX
1472.5397860216226,595.0635433104796,18561.93424954463,2027-08-01,Withdrawal,Completed,NYC
1177.2495383487217,593.3774521690208,14417.496499239569,2031-02-17,Deposit,Completed,LAX
1788.625166560865,538.3906591896891,16479.964632689167,2031-10-18,Deposit,Completed,LAX
355.42749293405757,290.39714835587444,15839.409840600383,2025-11-13,Deposit,Completed,NYC
2179.64408593842,291.66976663267843,19499.4082623956,2031-06-07,Deposit,Completed,LAX
499.24311352611886,474.7656224792929,13561.054087619663,2027-05-09,Deposit,Completed,LAX
1665.3977627399236,582.0278743976099,17304.867999254784,2032-02-02,Transfer,Completed,NYC
1528.6045997371248,379.5350571146817,14742.66352061937,2025-06-05,Withdrawal,Completed,NYC
577.0817686456716,408.5435364491784,13505.535197853693,2027-06-05,Withdrawal,Completed,CHI
1759.24778856985,537.6846720957207,21520.35759919833,2032-08-04,Deposit,Completed,NYC
522.1381564554974,703.3711872088469,19872.27713260539,2026-02-24,Withdrawal,Completed,LAX
635.3868091231091,527.2056070041103,14820.866415452045,2027-09-18,Deposit,Completed,NYC
1773.2710609084425,549.0301079134567,14785.00370141967,2026-07-04,Deposit,Completed,CHI
460.20532939990284,511.80670130549913,12039.41075207213,2026-01-07,Transfer,Completed,LAX
1503.7223957840854,514.1375736807319,17598.594860496734,2028-11-19,Deposit,Completed,NYC
331.3776532516173,350.4777408331524,16815.5878162668,2030-01-09,Deposit,Completed,CHI
2515.7087447539852,467.57970343134264,21959.06729265431,2028-08-18,Deposit,Completed,NYC
2552.8566380063658,539.4056893567158,23602.583125087822,2033-02-02,Deposit,Completed,LAX
667.956524798346,502.4439061809928,13349.034644464915,2026-02-25,Withdrawal,Completed,LAX
1817.712565040123,537.2940748036829,20007.732935957105,2029-07-27,Deposit,Completed,LAX
453.2718635888587,435.45251034885496,15244.603509101436,2025-11-27,Deposit,Completed,CHI
2007.7229987429369,484.8041784855802,19861.81772420932,2030-02-21,Withdrawal,Completed,LAX
2720.014858802568,671.682920034542,23788.887701852724,2032-09-19,Withdrawal,Completed,CHI
1366.7777788961923,522.098885797702,17061.97720138065,2028-07-09,Withdrawal,Completed,LAX
986.4844923106452,515.4201461597015,14844.635550750207,2027-12-08,Transfer,Completed,CHI
1436.743004712631,293.80978412178126,19043.301282382654,2028-06-23,Transfer,Completed,NYC
1004.8032580678757,588.3787329049094,13438.80649729749,2026-05-13,Deposit,Completed,LAX
350.8811536392227,585.3836078576022,11999.407129854382,2026-02-20,Withdrawal,Completed,NYC
2207.5875452008436,492.0058169642723,21243.22799365658,2032-07-19,Deposit,Completed,NYC
912.3721700226426,398.05857593352613,13203.556879429023,2025-10-30,Withdrawal,Completed,NYC
1083.349275771709,589.9137306658087,17819.18982208681,2030-07-27,Withdrawal,Completed,CHI
2451.220997487176,764.0500914541046,22190.98027767711,2031-12-11,Withdrawal,Completed,NYC
913.3333683252888,540.7571783588654,13958.634048778824,2027-01-01,Withdrawal,Completed,LAX
2007.2325350855679,548.6239211031333,21109.145869625943,2031-11-04,Withdrawal,Completed,NYC
800.2941461745856,307.45575468980786,12336.90159902006,2025-01-05,Withdrawal,Completed,LAX
1653.6126689726232,447.28344239576694,19437.138651366786,2030-07-22,Transfer,Completed,NYC
2288.161392400551,364.02680656787504,23204.72532033694,2030-11-13,Withdrawal,Completed,LAX
2372.926036584315,403.2225990920808,22255.105585752775,2032-01-22,Transfer,Completed,NYC
1448.2578271416728,661.2846265166552,17584.945630543127,2029-09-03,Withdrawal,Completed,NYC
2029.6981043107153,502.3790224052686,17677.49634404745,2030-09-09,Deposit,Completed,NYC
874.8316446297542,345.6023043875263,16913.096224291097,2026-10-05,Deposit,Completed,NYC
988.5280228108336,641.9482683875158,17626.16070789152,2026-06-02,Withdrawal,Completed,NYC
1757.8444505010982,592.2829791863884,18828.925475165306,2030-05-13,Withdrawal,Completed,LAX
2169.4619767568,524.3649453180954,18602.852163461142,2028-07-11,Transfer,Completed,CHI
844.3579815243213,624.8456401677735,14636.472649601717,2028-01-24,Transfer,Completed,NYC
2086.585179680243,613.7140456937807,18675.775226145237,2029-02-01,Withdrawal,Completed,NYC
519.4015365974725,498.5391571135742,12809.410283438374,2028-05-30,Withdrawal,Completed,NYC
579.7425114836152,434.73399530096003,17357.258203914123,2026-07-27,Deposit,Completed,LAX
2318.8533874436343,526.2626579903255,20895.958393734352,2031-11-26,Withdrawal,Completed,CHI
1168.4227357626994,564.6362508811509,18145.82728062082,2027-02-06,Withdrawal,Completed,NYC
1268.7175563581613,647.2390625290323,12982.146091273302,2026-06-22,Deposit,Completed,CHI
1721.751841139251,310.97543883599076,18577.1532574012,2029-02-27,Transfer,Completed,NYC
2633.6993752208136,467.5936590153427,23116.486534181164,2028-07-25,Withdrawal,Completed,CHI
2239.355960106223,429.25898341245545,12040.461963039375,2031-04-05,Deposit,Completed,LAX
2686.3368300344605,396.44750601093665,23011.691296456334,2031-02-27,Withdrawal,Completed,CHI
77.63592636542634,574.8422287779501,11599.246050410717,2026-05-18,Withdrawal,Completed,CHI
204.08081965245938,510.6710287872131,11488.029713685959,2025-06-24,Deposit,Completed,LAX
996.9672793642642,403.2601449796729,15610.97578592729,2027-08-04,Transfer,Completed,LAX
2109.350471637787,591.6500280190344,20855.18105737978,2030-09-30,Withdrawal,Completed,CHI
1049.6816996087696,535.6562997414637,14098.865110620767,2027-02-19,Withdrawal,Completed,LAX
1733.0434760832995,491.0271572473212,18766.414740598906,2029-09-25,Transfer,Completed,NYC
2524.529146695266,493.74651028370823,22580.70362572904,2031-11-19,Transfer,Completed,CHI
1549.1851603603816,599.416095060055,17746.384273837473,2028-09-18,Withdrawal,Completed,LAX
1747.7727719042596,513.1219235921918,17195.557326404574,2031-09-05,Transfer,Completed,CHI
2389.6212612678137,559.2686762655626,22899.97315383274,2025-03-15,Deposit,Completed,NYC
1551.8293162078057,432.78830971786033,19711.256473150217,2026-12-10,Withdrawal,Completed,LAX
814.9303887700593,435.77670036592417,15341.293853239968,2030-02-18,Withdrawal,Completed,CHI
220.20954476434957,391.3653287464951,17534.34417091957,2029-06-18,Transfer,Completed,CHI
2185.398348402734,392.5091428088137,23980.956140682825,2033-01-28,Transfer,Completed,NYC
1532.861810412525,563.2055613412776,18335.48488456332,2029-08-03,Transfer,Completed,CHI
2528.297055000371,547.9603170556107,23905.230874171884,2032-12-24,Transfer,Completed,LAX
2587.913128079541,525.5607994639263,22929.954899469107,2032-01-27,Withdrawal,Completed,NYC
1911.8615982709644,424.79715295275827,19826.71134270927,2030-05-20,Withdrawal,Completed,NYC
1820.022811052939,562.7083203639099,17713.29393250674,2030-05-24,Transfer,Completed,LAX
881.8823549722367,542.1981191210934,13443.673520501263,2027-11-24,Deposit,Completed,CHI
974.3553525151051,548.8678187459832,13211.664216046682,2029-08-24,Withdrawal,Completed,NYC
1429.2658017481567,514.6340647499815,17281.146857940297,2029-02-18,Transfer,Completed,CHI
1751.9595407676934,507.07911574976686,18680.653216309016,2030-03-27,Withdrawal,Completed,LAX
409.8451576143023,659.5032841707865,12412.241860328557,2025-04-19,Withdrawal,Completed,CHI
51.53985095830572,432.0756075295425,10461.987846460997,2025-06-20,Withdrawal,Completed,NYC
2147.834538736657,485.55336868691256,20939.352560476676,2030-07-15,Withdrawal,Completed,NYC
1027.553387980828,534.854218227722,14586.089298940344,2028-10-26,Deposit,Completed,LAX
1816.8721915433225,545.9943957777002,19070.38015049496,2031-06-08,Deposit,Completed,CHI
2042.9162475734097,454.6690385967711,15884.801103396218,2025-02-17,Transfer,Completed,LAX
967.6854250605189,473.5506751360138,14848.612227700807,2027-08-08,Deposit,Completed,LAX
2121.8596925321594,552.5483091122246,19866.460798444823,2031-09-13,Deposit,Completed,LAX
2012.5509521597503,581.9265004465713,20180.65588972324,2030-09-05,Transfer,Completed,NYC
2378.714204154254,476.13674541962024,21597.610387600856,2031-03-29,Transfer,Completed,LAX
1534.7364607105023,370.0537546490291,18140.240169323857,2029-11-07,Transfer,Completed,CHI
2685.345776660833,501.33342071127095,22281.191263735775,2032-11-11,Deposit,Completed,LAX
470.43125296337394,435.26101980325416,15354.099080518594,2028-07-31,Deposit,Completed,LAX
2139.89539560013,493.6676027486612,20773.3708208476,2030-10-29,Deposit,Completed,NYC
1219.736133653372,726.1663864227476,13340.923280456514,2026-07-19,Transfer,Completed,LAX
2554.446032138159,454.1919819337561,22604.795717960642,2031-11-06,Withdrawal,Completed,LAX
2544.4600235633084,443.30749184122277,22248.152368720454,2032-04-05,Deposit,Completed,LAX
1526.387349237441,417.0387754626875,14859.349649288893,2030-11-25,Transfer,Completed,CHI
2080.9828134836557,524.0989186151606,21101.027932843048,2031-04-29,Deposit,Completed,LAX
1192.0372171729998,456.2433470032671,15836.67272841516,2028-04-08,Deposit,Completed,NYC
1571.9784519243171,669.8883551235247,19746.1850192628,2029-01-06,Deposit,Completed,LAX
2660.722900640946,378.93243291930594,23029.148654709967,2031-11-25,Withdrawal,Completed,LAX
2222.7885079819325,484.3828279153112,18392.458726412784,2026-08-21,Withdrawal,Completed,LAX
1850.1841501928932,505.4143532110025,20334.70400051601,2030-09-23,Transfer,Completed,CHI
507.77092535783396,567.2626038128159,20317.820808926816,2025-02-09,Deposit,Completed,NYC
1003.310338623435,609.9383041519609,14629.234429036947,2027-11-26,Transfer,Completed,CHI
700.2851895909139,360.6066807608163,13524.905197054508,2026-10-25,Transfer,Completed,CHI
187.9937982628337,454.47464344497604,10992.480661318381,2027-10-26,Deposit,Completed,NYC
1341.849432850245,463.0174780008079,17550.008504498313,2031-10-16,Deposit,Completed,CHI
1509.8811946906405,357.69528946514896,12024.531329059213,2029-04-02,Withdrawal,Completed,LAX
1118.9992851100758,588.5532650788525,13708.043070299036,2032-09-28,Withdrawal,Completed,CHI
2348.9828037760553,489.19515003441796,15245.919022918351,2031-07-04,Deposit,Completed,LAX
1370.3484393138206,533.6882137794519,15497.938895376332,2028-12-19,Deposit,Completed,LAX
2197.1857956700837,460.15436665191305,18164.501161875793,2028-09-15,Deposit,Completed,NYC
2480.4017213784623,404.61531835221075,20226.95166128133,2028-11-29,Transfer,Completed,NYC
578.628399799924,641.917434969735,12022.591629985865,2025-04-24,Deposit,Completed,LAX
1455.1481639012477,542.2917596316687,21519.034245560022,2026-07-21,Transfer,Completed,CHI
1192.7260088234239,569.9909887686663,13138.216578397609,2026-06-19,Withdrawal,Completed,CHI
1619.954984052617,543.2188875929195,17714.270598798503,2029-11-08,Transfer,Completed,NYC
2373.6174254074776,519.3045657588673,21547.22394883716,2030-12-31,Withdrawal,Completed,LAX
184.79631637406777,484.69843734626636,10797.463983951808,2025-09-04,Withdrawal,Completed,LAX
2240.0033262571965,465.7210061084934,19882.851493864688,2030-05-05,Withdrawal,Completed,CHI
2243.0944741920994,513.3673468592294,18483.41032309842,2028-01-15,Transfer,Completed,LAX
2119.309258266094,475.81111623740566,18809.84917735561,2032-02-15,Withdrawal,Completed,LAX
