emp_id,salary,years_employed,performance_rating,projects_completed,department,hire_date
50663.788060359264,78804.91043970843,12.517243925255567,4.054666675544051,11.336354473636034,Ops,1998-12-20
51550.810011742375,60826.817461095794,6.476088173372424,3.030372402044595,16.862670317487318,HR,1998-10-03
52183.605257238276,84860.5175076911,9.63104090731602,3.96709600562818,36.30150905579944,HR,2001-02-22
51358.49768313719,38239.130776773374,17.78960304914925,3.479367606893584,14.645626435623633,IT,1997-12-18
51242.76887212258,21472.95446979893,16.937201769492777,3.384615874274248,33.08463666105255,Sales,1998-04-12
50507.86657804102,57367.86454798314,9.453557233016534,2.6307772925630606,17.122093430569834,Finance,2000-07-25
51632.21531436369,20390.734723410136,20.364879244780937,3.90489687747901,31.225731038448316,HR,1999-09-25
51576.804224482294,35676.40056368688,7.985481520273285,3.3545571389328757,18.73530574724139,Finance,2000-05-27
52056.27871070069,46382.755382071875,10.000629407589129,2.8083229972173998,17.638436860477945,Finance,2000-05-24
52034.16267038045,50018.01418587578,1.995706945479732,2.8877335090712664,21.895406410917715,IT,2000-07-30
51590.851287580575,77667.79936732445,24.772366579001343,3.8011162244036774,31.183350266552818,Ops,1999-10-25
50864.65901708096,42979.53389933362,4.613111938689018,4.60941965456253,43.43723398934868,Finance,1998-09-23
50409.22687269523,26148.636222907284,7.729062954795012,3.7276672887980515,2.5534113978395085,Ops,1995-08-05
51039.53809353511,25038.019255592837,7.67181469250384,3.6009956170568147,20.33449178195053,HR,1996-05-21
50499.50194171859,65693.40223006862,14.485165418287298,3.099152299851976,46.16007090477368,Sales,1998-08-09
51442.95695557076,62768.18909256429,20.24284693178332,3.661380325798299,11.547381846819487,Sales,1999-04-05
50885.1092379404,50577.00305691332,21.35054356300145,4.007159355987937,12.580694631231127,Finance,1999-12-16
52187.45396142306,48605.51347174005,3.2083498676632924,3.5070721243194125,23.746860657642163,HR,2001-04-28
50600.95559301562,99228.04781227048,17.61478849121898,2.6288995010578957,9.829998893147312,Ops,2000-12-18
50650.875647175555,55130.32139462395,20.784962249596,4.40111343069362,7.70004964204031,Ops,1996-09-07
51379.57788908467,41523.87812941406,20.85251435464749,3.2284843493513424,26.370564668403905,Finance,1998-11-19
50771.60988217533,107974.25168060747,16.673168352363554,3.4581618599478627,7.0,IT,1995-09-23
51313.947758157825,31664.825758864237,8.35172993147222,2.7355556921364963,14.507766675246899,HR,1996-10-15
52094.25398511102,74706.16217618607,19.6168517332693,4.365979906986504,30.76155811798429,HR,2001-05-31
50755.7401799994,51058.3634928812,26.135004912548027,4.899569365273587,23.153362156168285,Ops,1997-09-20
51291.298386273615,23389.690637583615,25.935989945588506,2.8476149030915785,38.717346547069,HR,1996-10-08
50771.81900017634,75107.24028128861,17.159070425886075,3.2853303792769615,36.6930434760155,Ops,2001-10-18
50824.71052772552,34919.03676285612,23.62488731081951,3.651436678362725,13.000496838921554,HR,1997-03-19
50973.17630573633,62358.443767254794,3.7877453740219096,4.86948877015951,24.945312764151964,IT,1996-03-03
51693.282181745475,74122.87280317313,7.576263374167946,3.5082801947777273,37.522247354134706,Ops,2001-05-16
50466.35318777616,33392.33747960804,10.955370636430683,3.6958928298505755,15.873662922987089,HR,2000-08-19
51121.72370913205,46688.83465768655,12.556322826173256,3.0271046791382274,12.93123918997625,Sales,1998-02-20
50170.13479042624,53313.34386534084,17.555531591706714,3.1596219168128146,5.29365908277514,HR,1996-01-28
51738.570496533226,58997.48585178007,9.476979504768124,3.844911861722478,6.56837153533849,HR,2000-10-15
50798.115073412926,43608.25696706052,17.861198365355616,3.3940067871598956,25.17951693418187,Finance,1995-06-23
51453.30274950534,24201.949972673414,1.905682653483575,3.216486800102708,17.541446090505396,Sales,1999-05-28
51701.702685887,30552.515056590575,22.972931048252747,3.605840525590817,13.602462780398037,IT,2000-01-11
51430.88440440216,36528.10332068317,10.049282198438979,2.649862117124222,34.52480657984143,Ops,1996-07-10
