emp_id,department,salary,years_employed,performance_rating,projects_completed,hire_date,is_active
50697.31133838077,Ops,67952.8084243204,28.657329469033886,3.7774341304834107,20.97611217193562,1996-12-08,True
51419.21843428954,Sales,86112.9874905231,12.926876970680413,2.977648150065086,44.2641092673396,1998-12-02,True
50410.63615205993,HR,37884.27824652788,18.4511207505409,2.8232227271602204,4.218943488555538,1996-03-07,True
51426.10909723563,IT,56841.19815363607,21.371766031856716,3.686126218584171,31.63314270565443,1998-11-21,True
51890.93170793905,Ops,55443.54347690344,0.6116258733533728,3.5170253873491233,28.07318372484459,2000-03-19,True
51946.9963350022,IT,17852.46523112243,1.3522688785535875,4.573631093072374,14.557998125466645,2000-05-20,True
51903.61584202129,Sales,45885.55540249882,9.039037068790936,3.9536412609714855,11.48728636935138,2000-05-13,True
51520.8514185158,HR,32896.590268651875,27.764339047291326,3.026870897870778,21.95043579782664,1999-02-10,True
51026.04961763854,HR,37229.88870664287,3.403475218659747,4.033706384593416,33.12438315875628,1997-11-22,True
51367.47888061617,Finance,96140.04446940936,3.2074894767395676,3.6925707459370467,19.690232317263032,1998-10-31,True
52375.73764079426,Ops,20319.92039673577,23.042952661522097,3.0084850274379105,19.977192098647446,2001-05-23,True
51387.91673671569,Sales,40072.748403393845,23.346819485105666,3.0666060289439314,26.317482811506142,1998-08-20,True
51319.77548119636,Finance,73978.99690051144,22.06911978522068,3.5665342614779436,46.71966648000525,1998-09-28,True
51485.49600445743,HR,7114.171814064926,28.54574410221422,4.514764529351661,46.0029356830298,1999-02-17,True
51780.04864719633,HR,93240.06941881365,26.360834985827292,3.071536177081847,35.40805682458809,1999-10-06,True
51996.56994207345,HR,40169.3144601321,6.451974551629667,4.453114477956579,7.29846364069361,2000-06-11,True
51960.48345264598,Finance,17244.53981541677,2.952823235296073,1.7072411718573617,9.752637646900798,2000-06-08,True
51038.26722688366,Sales,56041.495258091,14.832047440429758,2.5578573620668617,5.747069366315512,1997-11-10,True
50696.70208602685,Ops,50487.13680397577,15.176396482406641,2.282336895707994,45.12429228231616,1997-01-28,True
51282.948309380845,Sales,21879.98808135181,26.703113699151775,3.3889611996295215,31.478372976175528,1998-06-23,True
51496.405953516514,IT,14035.685903274416,25.352748255240265,3.453007846261843,41.0758829896999,1999-01-04,True
50151.65801192829,Ops,67267.71243311636,20.975086144423187,3.7773044292131726,11.16915989345449,1995-06-05,True
51690.23898936106,Finance,38899.08835184171,-0.03919994313683355,3.75877445919688,46.152623665403546,1999-09-21,True
